row 1 of 1575: direction = forward, alpha = 0.15, n = 30, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 127 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 128 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 129 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 130 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 131 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 132 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 133 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 134 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 135 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 136 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 137 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 138 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 139 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 140 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 141 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 142 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 143 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 144 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 145 of 1575: direction = forward, alpha = 0.0135, n = 60, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 146 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 147 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 148 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 149 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 150 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 151 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 152 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 153 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 154 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 155 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 156 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 157 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 158 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 159 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 160 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 161 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 162 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 163 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 164 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 165 of 1575: direction = forward, alpha = 0.00899, n = 60, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 166 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 167 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 168 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 169 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 170 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 171 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 172 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 173 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 174 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 175 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 176 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 177 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 178 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 179 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 180 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 181 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 182 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 183 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 184 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 185 of 1575: direction = forward, alpha = 0.00675, n = 60, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 186 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 187 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 188 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 189 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 190 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.32, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 191 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.32, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 192 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.32, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 193 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.32, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 194 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.45, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 195 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.45, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 196 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.45, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 197 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.45, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 198 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.63, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 199 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.63, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 200 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.63, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 201 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.63, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
row 202 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.89, p = 12, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 8, 8, 8, sims = 10.
row 203 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.89, p = 18, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 14, 14, 14, sims = 10.
row 204 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.89, p = 24, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 20, 20, 20, sims = 10.
row 205 of 1575: direction = forward, alpha = 0.00325, n = 60, rho = 0.89, p = 50, family = gaussian, link = identity, fivenum_authentic[min, median, max] = 6, 6, 6, fivenum_noise[min, median, max] = 46, 46, 46, sims = 10.
